DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia Link,Drugs.com link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB01275,Hydralazine,86-54-4,SmallMoleculeDrug,C07040,D01302,3637,46507533,5775,PA449894,"","","","",441619,http://www.rxlist.com/cgi/generic/hydralazine.htm,"",http://en.wikipedia.org/wiki/Hydralazine,http://www.drugs.com/cdi/hydralazine.html,0182-0905-89,3511,,DAP000728
DB01276,Exenatide,141758-74-9,BiotechDrug,"",D04121,,,"","","","","","",,http://www.rxlist.com/cgi/generic/byetta.htm,"",http://en.wikipedia.org/wiki/Exenatide,http://www.drugs.com/cdi/exenatide.html,66780-210-07,,,DAP001038
DB01277,Mecasermin,68562-41-4,BiotechDrug,"",D04870,,,"","","","","","",,http://www.rxlist.com/cgi/generic/increlex.htm,"","",http://www.drugs.com/cdi/mecasermin.html,15054-1040-5,,,DAP000287
DB01278,Pramlintide,151126-32-8,BiotechDrug,"",D05595,,,"","","","","","",,http://www.rxlist.com/cgi/generic/symlin.htm,"",http://en.wikipedia.org/wiki/Pramlintide,http://www.drugs.com/cdi/pramlintide.html,66780-115-02,,,DCL000936
DB01279,Galsulfase,552858-79-4,BiotechDrug,"","",,,"","","","","","",,http://www.rxlist.com/cgi/generic/naglazyme.htm,"",http://en.wikipedia.org/wiki/Galsulfase,http://www.drugs.com/cdi/galsulfase.html,"",,,DAP001290
DB01280,Nelarabine,121032-29-9,SmallMoleculeDrug,"",D05134,3011155,46506325,"","","","",,"",,http://www.rxlist.com/cgi/generic/arranon.htm,"",http://en.wikipedia.org/wiki/Nelarabine,http://www.drugs.com/cdi/nelarabine.html,0007-4401-06,2280207,,DAP000985
DB01281,Abatacept,332348-12-6,BiotechDrug,"",D03203,,,"","","","","","",2282097,http://www.rxlist.com/cgi/generic/orencia.htm,"",http://en.wikipedia.org/wiki/Abatacept,http://www.drugs.com/cdi/abatacept.html,0003-2187-10,,,DAP000867
DB01282,Carbetocin,37025-55-1,SmallMoleculeDrug,"",D07229,71715,46509009,59204,PA10038,"","","","",2231593,"","",http://en.wikipedia.org/wiki/Carbetocin,,,64765,,DAP000269
DB01283,Lumiracoxib,220991-20-8,SmallMoleculeDrug,"",D03714,151166,46506378,"","","","",,"",2288036,"","",http://en.wikipedia.org/wiki/Lumiracoxib,,,133236,50207446,DAP000970
DB01284,Cosyntropin,16960-16-0,BiotechDrug,C06926,D00284,,,"",PA449132,"","","","",22381,http://www.rxlist.com/cgi/generic/cortrosyn.htm,"",http://en.wikipedia.org/wiki/Cosyntropin,http://www.drugs.com/cdi/cosyntropin.html,0781-3052-95,,,DAP000284
DB01285,Corticotropin,9002-60-2,BiotechDrug,C02017,D00146,,,"",PA449129,"","","","",,"","",http://en.wikipedia.org/wiki/Adrenocorticotropic_hormone,http://www.drugs.com/cdi/corticotropin-gel.html,,,,
DB01287,Dihydroergotoxine,11032-41-0,SmallMoleculeDrug,"","",6420006,46505136,"","","","","","",,"","","","","",4925595,,DAP000852
DB01288,Fenoterol,13392-18-2,SmallMoleculeDrug,"","",3343,46509099,149226,PA10079,"","","","",541389,"","",http://en.wikipedia.org/wiki/Fenoterol,"","",3226,50131281,DAP000946
DB01289,Glisoxepide,25046-79-1,SmallMoleculeDrug,"","",32778,46508780,"","","","","","",,"","","","","",30380,,DAP000925
DB01291,Pirbuterol,38677-81-5,SmallMoleculeDrug,C07807,"",4845,46506379,"",PA450983,"","","","",,http://www.rxlist.com/cgi/generic/pirbu.htm,"","",http://www.drugs.com/cdi/pirbuterol.html,0089-0815-21,4679,,DAP000249
DB01294,Bismuth Subsalicylate,14882-18-9,SmallMoleculeDrug,C07870,D00728,16682734,46507128,261649,PA448638,"","","","",2262363,http://www.rxlist.com/cgi/generic/pylera.htm,"",http://en.wikipedia.org/wiki/Bismuth_subsalicylate,http://www.drugs.com/cdi/bismuth-subsalicylate.html,"",17615374,,
DB01295,Bevantolol,59170-23-9,SmallMoleculeDrug,"","",2372,46506014,238698,"","","","","",,"","","","","",2282,,DAP000897
DB01296,Glucosamine,3416-24-8,SmallMoleculeDrug,"","",439213,46506420,5417,"","","","","",,"","",http://en.wikipedia.org/wiki/Glucosamine,http://www.drugs.com/cdi/glucosamine.html,"",388352,,DAP001097
DB01297,Practolol,6673-35-4,SmallMoleculeDrug,C11696,D05587,443371,46507496,258351,"","","","","",,"","",http://en.wikipedia.org/wiki/Practolol,"","",391603,,DAP000940
DB01298,Sulfacytine,17784-12-2,SmallMoleculeDrug,"","",5322,46505483,"",PA451538,"","","","",,"","","","","",5131,,DAP001201
DB01299,Sulfadoxine,2447-57-6,SmallMoleculeDrug,C07630,D00580,17134,46507915,9329,PA451540,"","","","",,"","","","","",16218,,DAP000638
DB01301,Rolitetracycline,751-97-3,SmallMoleculeDrug,"",D02282,5282179,46507805,"","","","","","",,"","",http://en.wikipedia.org/wiki/Rolitetracycline,"","",4445374,,DAP000884
DB01303,Oxtriphylline,4499-40-5,SmallMoleculeDrug,"",D02017,656652,46507376,"","","","","","",,"","",http://en.wikipedia.org/wiki/Oxtriphylline,http://www.drugs.com/mtm/oxtriphylline.html,"",571001,,DAP000868
DB01306,Insulin Aspart,116094-23-6,BiotechDrug,"",D04475,,,"",PA164784029,"","","","",,http://www.rxlist.com/novolog-drug.htm,"",http://en.wikipedia.org/wiki/Insulin_aspart,,0169-7501-11,,,DAP001092
DB01307,Insulin Detemir,169148-63-4,BiotechDrug,"",D04539,,,"",PA164746470,"","","","",,http://www.rxlist.com/levemir-drug.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=lev1746.html&contentName=Levemir&contentId=435,http://en.wikipedia.org/wiki/Insulin_detemir,,0169-3687-12,,,DAP001090
DB01309,Insulin Glulisine,207748-29-6,BiotechDrug,"",D04540,,,"",PA164760859,"","","","",,http://www.rxlist.com/apidra-drug.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=api1806.html&contentName=Apidra&contentId=70,http://en.wikipedia.org/wiki/Insulin_glulisine,,0088-2500-33,,,DAP001093
DB01319,Fosamprenavir,226700-79-4,SmallMoleculeDrug,"","",131536,46504901,"",PA10084,"","","","",2261545,http://www.rxlist.com/cgi/generic/lexiva.htm,"",http://en.wikipedia.org/wiki/Fosamprenavir,http://www.drugs.com/cdi/fosamprenavir.html,0173-0721-00,116245,,DAP000707
DB01320,Fosphenytoin,93390-81-9,SmallMoleculeDrug,C07840,"",56339,46505168,"",PA449712,"","","","",2230988,http://www.rxlist.com/cgi/generic/fosphen.htm,"",http://en.wikipedia.org/wiki/Fosphenytoin,http://www.drugs.com/cdi/fosphenytoin.html,0071-4007-05,50839,,DAP000520
DB01321,Josamycin,16846-24-5,SmallMoleculeDrug,C12662,D01235,5282165,46505431,"","","","","","",,"","",http://en.wikipedia.org/wiki/Josamycin,"","",4445361,,DAP000887
DB01324,Polythiazide,346-18-9,SmallMoleculeDrug,C07766,D00657,4870,46508633,"",PA451040,"","","","",,http://www.rxlist.com/cgi/generic/renese.htm,"","",http://www.drugs.com/cons/polythiazide.html,0069-3750-66,4704,,DAP000751
DB01325,Quinethazone,73-49-4,SmallMoleculeDrug,C07342,D00461,6307,46507280,"",PA451208,"","","","",,"","",http://en.wikipedia.org/wiki/Quinethazone,"","",6068,25898,DAP000955
DB01326,Cefamandole,34444-01-4,SmallMoleculeDrug,C06879,D02344,456255,46508882,3480,PA448837,"","","","",,http://www.rxlist.com/cgi/generic/cefamandole.htm,"",http://en.wikipedia.org/wiki/Cefamandole,"","",401748,,DAP000448
DB01327,Cefazolin,25953-19-9,SmallMoleculeDrug,C06880,D02299,656510,46506123,474053,PA448839,"","","","",2108119,http://www.rxlist.com/cgi/generic/cefsod.htm,"",http://en.wikipedia.org/wiki/Cefazolin,http://www.drugs.com/cdi/cefazolin.html,0074-4732-03,570893,,DAP000449
DB01328,Cefonicid,61270-58-4,SmallMoleculeDrug,C06882,"",43592,46505699,3491,PA448847,"","","","",,"","","","","",39732,,DAP001173
DB01329,Cefoperazone,62893-19-0,SmallMoleculeDrug,C06883,"",44185,46504543,3493,PA448849,"","","","",,"","",http://en.wikipedia.org/wiki/Cefoperazone,"",0049-1201-83,40204,,DAP000450
DB01330,Cefotetan,69712-56-7,SmallMoleculeDrug,C06886,D00260,50614,46506572,3499,PA448854,"","","","",,http://www.rxlist.com/cgi/generic/cefotet.htm,"",http://en.wikipedia.org/wiki/Cefotetan,http://www.drugs.com/cdi/cefotetan.html,0310-0376-31,45877,,DAP000451
DB01331,Cefoxitin,35607-66-0,SmallMoleculeDrug,C06887,D02345,441199,46505845,209807,PA448856,"","","","",2128187,http://www.rxlist.com/cgi/generic/cefoxitin.htm,"",http://en.wikipedia.org/wiki/Cefoxitin,http://www.drugs.com/cdi/cefoxitin.html,0143-9878-25,389981,,DAP000452
DB01332,Ceftizoxime,68401-81-0,SmallMoleculeDrug,C06890,"",6533629,46505647,553473,PA448864,"","","","",,http://www.rxlist.com/cgi/generic/ceftizox.htm,"",http://en.wikipedia.org/wiki/Ceftizoxime,http://www.drugs.com/cdi/ceftizoxime.html,0469-7271-01,5018818,,DAP000453
DB01333,Cefradine,38821-53-3,SmallMoleculeDrug,C06897,D00264,38103,46505082,3547,"","","","","",,"","",http://en.wikipedia.org/wiki/Cefradine,"",0003-0113-24,34933,,DAP000454
DB01336,Metocurine,5152-30-7,SmallMoleculeDrug,C07919,"",21233,46508044,"","","","","","",,"","",http://en.wikipedia.org/wiki/Dimethyltubocurarinium,,,19961,50094708,DAP000352
DB01337,Pancuronium,15500-66-0,SmallMoleculeDrug,C07551,"",441289,46506118,7907,PA450771,"","","","",2078570,"","",http://en.wikipedia.org/wiki/Pancuronium,"",0703-2812-04,25453,,DAP000123
DB01338,Pipecuronium,68399-58-6,SmallMoleculeDrug,C07554,"",50192,46508493,"",PA450972,"","","","",,"","",http://en.wikipedia.org/wiki/Pipecuronium,"","",45517,,DAP000353
DB01339,Vecuronium,50700-72-6,SmallMoleculeDrug,C07553,"",39765,46507656,9939,PA451860,"","","","",687405,"","",http://en.wikipedia.org/wiki/Vecuronium,http://www.drugs.com/cdi/vecuronium.html,"",36357,,DAP000354
DB01340,Cilazapril,92077-78-6,SmallMoleculeDrug,"","",,,"",PA10315,"","","","",1911465,"","",http://en.wikipedia.org/wiki/Cilazapril,"","",,,DAP000912
DB01342,Forasartan,145216-43-9,SmallMoleculeDrug,"","",132706,46505698,"","","","","","",,"","","",,,117146,50049209,DAP001256
DB01344,Polystyrene sulfonate,28210-41-5,SmallMoleculeDrug,"","",169893,46507832,"","","","","","",,"","",http://en.wikipedia.org/wiki/Polystyrene_sulfonate,"",0574-2004-16,148572,,
DB01346,Quinidine barbiturate,"",SmallMoleculeDrug,"","",,,"","","","","","",,"","","","","",,,DAP000915
DB01347,Saprisartan,146623-69-0,SmallMoleculeDrug,"","",60921,46508176,"","","","","","",,"","","",,,54892,,DAP001257
DB01348,Spirapril,83647-97-6,SmallMoleculeDrug,"","",5311447,46506126,"","","","","","",,"","",http://en.wikipedia.org/wiki/Spirapril,,,4470933,50017124,DAP000911
DB01349,Tasosartan,145733-36-4,SmallMoleculeDrug,"","",60919,46504809,"","","","","","",,"","",http://en.wikipedia.org/wiki/Tasosartan,,,54890,50040439,DAP001258
DB01351,Amobarbital,57-43-2,SmallMoleculeDrug,C07536,D00555,2164,46508165,2673,"","","","","",,"","",http://en.wikipedia.org/wiki/Amobarbital,,,2079,,DAP000686
DB01352,Aprobarbital,77-02-1,SmallMoleculeDrug,C07826,D00698,6464,46504558,2791,PA448471,"","","","",,"","",http://en.wikipedia.org/wiki/Aprobarbital,,,29066,,DAP001034
DB01353,Butethal,77-28-1,SmallMoleculeDrug,"",D02618,6473,46508397,"","","","","","",,"","",http://en.wikipedia.org/wiki/Butobarbital,,,6229,,DAP000687
DB01354,Heptabarbital,509-86-4,SmallMoleculeDrug,C17725,"",10518,46508321,588074,"","","","","",,"","",http://en.wikipedia.org/wiki/Heptabarbital,"","",10081,,DAP001032
DB01355,Hexobarbital,56-29-1,SmallMoleculeDrug,C11723,D01071,3608,46508777,5706,PA449875,"","","","",,"","",http://en.wikipedia.org/wiki/Hexobarbital,"","",3482,,DAP000688
DB01356,Lithium,7439-93-2,SmallMoleculeDrug,C15473,"",28486,46505392,30142,PA450243,"","","","",236683,http://www.rxlist.com/cgi/generic/lithium.htm,"",http://en.wikipedia.org/wiki/Lithium,http://www.drugs.com/lithium.html,"",26502,,DNC000879
DB01357,Mestranol,72-33-3,SmallMoleculeDrug,C07618,D00575,6291,46507679,6784,PA450388,"","","","",,"","",http://en.wikipedia.org/wiki/Mestranol,"","",6054,,DAP001014
DB01359,Penbutolol,36507-48-9,SmallMoleculeDrug,"","",37464,46504929,"",PA450837,"","","","",,"","",http://en.wikipedia.org/wiki/Penbutolol,http://www.drugs.com/cdi/penbutolol.html,0091-4500-15,34369,,DAP000938
DB01361,Troleandomycin,2751-09-9,SmallMoleculeDrug,C12753,D01322,202225,46508062,"",PA127840611,TAO,"","","",,http://www.rxlist.com/cgi/generic/troleandomycin.htm,"",http://en.wikipedia.org/wiki/Troleandomycin,http://www.drugs.com/mtm/troleandomycin.html,"",16707,,DAP000411
DB01362,Iohexol,66108-95-0,SmallMoleculeDrug,"","",3730,46506178,"",PA450061,"","","","",2172720,"","",http://en.wikipedia.org/wiki/Iohexol,"",0407-1401-50,3599,,
DB01363,Ephedra,"",SmallMoleculeDrug,"","",,,"","","","","","",2241921,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/herbaldrugs/101040.shtml,http://en.wikipedia.org/wiki/Ephedra,http://www.drugs.com/cdi/ephedra.html,"",,,
DB01364,Ephedrine,299-42-3,SmallMoleculeDrug,C01575,D00124,9294,46507538,15407,PA449466,"","","","",38121,http://www.rxlist.com/cgi/generic/ephedrine.htm,"",http://en.wikipedia.org/wiki/Ephedrine,http://www.drugs.com/ephedrine.html,"",8935,,DAP000228
DB01365,Mephentermine,100-92-5,SmallMoleculeDrug,C07889,"",3677,46505918,"",PA450371,"","","","",,"","","",,,3549,,DAP000898
DB01366,Procaterol,72332-33-3,SmallMoleculeDrug,"","",688561,46507907,"",PA10168,"","","","",,"","","","","",599984,,DAP000944
DB01367,Rasagiline,136236-51-6,SmallMoleculeDrug,"",D02562,3052776,46506045,"","",RAS,"","","",2284642,http://www.rxlist.com/cgi/generic/azilect.htm,"",http://en.wikipedia.org/wiki/Rasagiline,http://www.drugs.com/cdi/rasagiline.html,68546-142-56,2314553,10989,DAP001107
DB01369,Quinupristin,120138-50-3,SmallMoleculeDrug,C08032,D00852,,,"",PA451215,SYB,"","","",,"","",http://en.wikipedia.org/wiki/Quinupristin,"","",,,DAP001288
DB01370,Aluminium,7429-90-5,SmallMoleculeDrug,C06264,"",5359268,46504765,28984,"","","","","",13838,"","",http://en.wikipedia.org/wiki/Aluminium,,,4514248,,DAP000467
DB01375,Dihydroxyaluminium,13682-92-3,SmallMoleculeDrug,"","",18502861,46505934,"","","","","","",,"","",http://en.wikipedia.org/wiki/Aluminium_monostearate,"","",17615602,,DAP000798
DB01377,Magnesium oxide,1309-48-4,SmallMoleculeDrug,C12567,D01167,14792,46504815,31794,PA450286,"","","","",39365,"","",http://en.wikipedia.org/wiki/Magnesia,http://www.drugs.com/cdi/magnesium-oxide.html,"",14108,,
DB01380,Cortisone acetate,50-04-4,SmallMoleculeDrug,C08173,D00973,5745,46508852,"",PA449131,"","","","",280437,http://www.rxlist.com/cgi/generic/cortisne.htm,"",http://en.wikipedia.org/wiki/Cortisone_acetate,http://www.drugs.com/cdi/cortisone.html,0009-0015-01,5543,,
DB01381,Ginkgo biloba,"",SmallMoleculeDrug,"","",,,"","","","","","",889660,http://www.rxlist.com/cgi/generic/ginkgo.htm,"",http://en.wikipedia.org/wiki/Ginkgo_biloba,http://www.drugs.com/mtm/ginkgo.html,"",,,
DB01382,Glycodiazine,339-44-6,SmallMoleculeDrug,"","",9565,46507076,"","","","","","",,"","","","","",9190,,DAP000921
DB01384,Paramethasone,53-33-8,SmallMoleculeDrug,C07413,"",5875,46504651,"","","","","","",,"","",http://en.wikipedia.org/wiki/Paramethasone,"","",5664,,DAP000422
DB01390,Sodium bicarbonate,144-55-8,SmallMoleculeDrug,C12603,D01203,516892,46507049,32139,PA451375,"","","","",2280884,http://www.rxlist.com/cgi/generic/sodbic.htm,"",http://en.wikipedia.org/wiki/Sodium_bicarbonate,http://www.drugs.com/cdi/sodium-bicarbonate.html,63739-460-21,8609,,DAP000128
DB01392,Yohimbine,146-48-5,SmallMoleculeDrug,C09256,"",8969,46504602,10093,PA451946,"","","","",795283,http://www.rxlist.com/cgi/generic/yohimbine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/yoc1492.shtml,http://en.wikipedia.org/wiki/Yohimbine,http://www.drugs.com/cdi/yohimbine.html,,8622,,DAP000087
DB01393,Bezafibrate,41859-67-0,SmallMoleculeDrug,"",D01366,39042,46509188,47612,"",PEM,"","","",2083523,"","",http://en.wikipedia.org/wiki/Bezafibrate,"","",35728,28701,DAP001182
DB01394,Colchicine,64-86-8,SmallMoleculeDrug,C07592,D00570,6167,46505639,23359,PA449092,LOC,"","","",396,http://www.rxlist.com/cgi/generic/colch.htm,"",http://en.wikipedia.org/wiki/Colchicine,http://www.drugs.com/cdi/colchicine.html,13310-119-07,5933,,DAP001254
DB01395,Drospirenone,67392-87-4,SmallMoleculeDrug,"",D03917,68873,46507653,50838,PA10729,"","","","",2261731,"","",http://en.wikipedia.org/wiki/Drospirenone,"","",62105,,DAP001206
DB01396,Digitoxin,71-63-6,SmallMoleculeDrug,C06955,D00297,441207,46506035,28544,PA449316,"","","","",2236621,"","",http://en.wikipedia.org/wiki/Digitoxin,"","",389987,,DAP000120
DB01397,Magnesium salicylate,"",SmallMoleculeDrug,"","",,,"","","","","","",,"","",http://en.wikipedia.org/wiki/Magnesium_salicylate,"","",,,
DB01398,Salicylate-sodium,"",SmallMoleculeDrug,"",D00566,,,"","","","","","",,"","",http://en.wikipedia.org/wiki/Sodium_salicylate,"","",,,
DB01399,Salsalate,552-94-3,SmallMoleculeDrug,"",D00428,5161,46506882,"",PA451303,"","","","",,http://www.rxlist.com/cgi/generic/salsalate.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dis1142.shtml,"",http://www.drugs.com/cdi/salsalate.html,"",4977,,DAP000734
DB01400,Neostigmine,59-99-4,SmallMoleculeDrug,C07258,"",4456,46509161,7514,PA450611,"","","","",868906,http://www.rxlist.com/cgi/generic/neostigmine.htm,"",http://en.wikipedia.org/wiki/Neostigmine,http://www.drugs.com/cdi/neostigmine.html,"",4301,,DAP000563
DB01401,Trisalicylate-choline,"",SmallMoleculeDrug,"","",,,"","","","","","",,"","","","","",,,
DB01403,Methotrimeprazine,60-99-1,SmallMoleculeDrug,C07192,D00403,72287,46507223,6838,PA13468794,"","","","",1927655,"","",http://en.wikipedia.org/wiki/Levomepromazine,"","",65239,,
DB01404,Ginseng,50647-08-0,SmallMoleculeDrug,"","",,,"","","","","","",682667,http://www.rxlist.com/cgi/generic/ginseng.htm,"",http://en.wikipedia.org/wiki/Ginseng,http://www.drugs.com/cdi/ginseng.html,"",,,
DB01406,Danazol,17230-88-5,SmallMoleculeDrug,"",D00289,28417,46506475,4315,PA449205,"","","","",2018144,http://www.rxlist.com/cgi/generic/danazol.htm,"",http://en.wikipedia.org/wiki/Danazol,http://www.drugs.com/cdi/danazol.html,0024-0305-60,26436,,DAP001017
DB01407,Clenbuterol,37148-27-9,SmallMoleculeDrug,"","",2783,46508373,174690,"","","","","",,"","",http://en.wikipedia.org/wiki/Clenbuterol,"","",2681,27958,DAP000945
DB01408,Bambuterol,81732-46-9,SmallMoleculeDrug,"","",54766,46505785,553827,"","","","","",,"","",http://en.wikipedia.org/wiki/Bambuterol,"","",49466,,DAP000250
DB01409,Tiotropium,186691-13-4,SmallMoleculeDrug,"","",3086654,46504448,"",PA10213,"","","","",2246793,http://www.rxlist.com/cgi/generic/spiriva.htm,"",http://en.wikipedia.org/wiki/Tiotropium,http://www.drugs.com/cdi/tiotropium.html,0597-0075-75,,,DAP000344
DB01410,Ciclesonide,141845-82-1,SmallMoleculeDrug,"",D01703,444033,46508553,"","","","","","",2285606,http://www.rxlist.com/cgi/generic/omnaris.htm,"",http://en.wikipedia.org/wiki/Ciclesonide,http://www.drugs.com/cdi/ciclesonide-spray.html,63402-711-01,392056,,DAP000423
DB01411,Pranlukast,103177-37-3,SmallMoleculeDrug,"","",115100,46508129,"",PA13469866,"","","","",,"","",http://en.wikipedia.org/wiki/Pranlukast,"","",102999,,DAP000977
DB01412,Theobromine,83-67-0,SmallMoleculeDrug,C07480,"",5429,46508574,28946,PA451646,"","","","",2236220,"","",http://en.wikipedia.org/wiki/Theobromine,"","",5236,,
DB01413,Cefepime,88040-23-7,SmallMoleculeDrug,C08111,D02376,5479537,46507919,478164,PA448842,"","","","",2163632,http://www.rxlist.com/cgi/generic/cefep.htm,"",http://en.wikipedia.org/wiki/Cefepime,http://www.drugs.com/cdi/cefepime.html,0338-1301-41,4586395,,DAP000455
DB01414,Cefacetrile,10206-21-0,SmallMoleculeDrug,"",D07629,91562,46504767,"","","","","","",,"","",http://en.wikipedia.org/wiki/Cefacetrile,"","",82675,,DAP001172
DB01415,Ceftibuten,97519-39-6,SmallMoleculeDrug,C08117,D00922,5282242,46507324,3510,PA448862,"","","","",,http://www.rxlist.com/cgi/generic/ceftibuten.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ced1075.shtml,http://en.wikipedia.org/wiki/Ceftibuten,http://www.drugs.com/cdi/ceftibuten.html,45809-401-20,4445418,,DAP000456
DB01416,Cefpodoxime,82619-04-3,SmallMoleculeDrug,"","",6335986,46504897,"",PA448858,"","","","",,http://www.rxlist.com/cgi/generic/vantin.htm,"",http://en.wikipedia.org/wiki/Cefpodoxime,http://www.drugs.com/cdi/cefpodoxime.html,0009-3617-01,4891496,,DAP000457
DB01418,Acenocoumarol,152-72-7,SmallMoleculeDrug,"",D07064,9052,46507631,53766,PA452632,"","","","",10383,"","",http://en.wikipedia.org/wiki/Acenocoumarol,"","",8700,,DAP000772
DB01419,Antrafenine,55300-30-6,SmallMoleculeDrug,"","",68723,46507354,"","","","","","",,"","",http://en.wikipedia.org/wiki/Antrafenine,"","",61973,,
DB01420,Testosterone Propionate,57-85-2,SmallMoleculeDrug,C08158,D00959,5995,46508693,"","","","","","",,"","","",http://www.drugs.com/testosterone.html,"",5774,50215709,
DB01421,Paromomycin,1263-89-4,SmallMoleculeDrug,"","",165580,46505391,"","","","","","",2078759,http://www.rxlist.com/cgi/generic/humatin.htm,"",http://en.wikipedia.org/wiki/Paromomycin_sulfate,http://www.drugs.com/cdi/paromomycin.html,61570-529-10,145115,,DAP000407
DB01422,Nitroxoline,4008-48-4,SmallMoleculeDrug,"","",19910,46505497,"","","","","","",,"","",http://en.wikipedia.org/wiki/Nitroxoline,"","",18756,,
DB01423,Stepronin,72324-18-6,SmallMoleculeDrug,"","",54120,46507364,"","","","","","",,"","",http://en.wikipedia.org/wiki/Stepronin,"","",48889,,
DB01424,Aminophenazone,58-15-1,SmallMoleculeDrug,C07539,D00556,6009,46504975,160246,"","","","","",,"","",http://en.wikipedia.org/wiki/Aminophenazone,"","",5787,,
DB01425,Alizapride,59338-93-1,SmallMoleculeDrug,"","",43008,46505555,"","","","","","",,"","",http://en.wikipedia.org/wiki/Alizapride,"","",39202,50023804,
